plus,equals, 0.75,1,plus sign at decimal,equals sign at decimal
blueicon,soldicon, 0.8,1,private final static imageicon blueicon new imageiconauctiontablemodel class getresourceiconsblue_ball gif,private final static imageicon soldicon new imageiconauctiontablemodel class getresourceiconsgreen_check_ball gif
inside,win, 0.833333333333333,1,nodes can be embedded inside themselves,i e nodes can be embedded win themselves
false,null, 0.75,1,and just return false,and should just return null
true,null, 0.75,1,this will be true,this value will not be null
jul,jan, 0.8,1,user morgan schweers date jul,user morgan schweers date jan
windows,available, 0.75,1,if its not windows,if its not available
occur,happen, 0.75,1,this should never occur,this should never happen
major,minor, 0.75,1,major version of nanoxml,minor version of nanoxml
nov,sep, 0.75,1,user mrs date nov,user mrs date sep
aug,jun, 0.8,1,user morgan schweers date aug,user morgan schweers date jun
osutils,appleevent, 0.75,2,the makeostype method of com apple macos osutils,the sendnoreply method of com apple macos appleevent,the makeostype method of com apple macos osutils,the putparameter method of com apple macos appleevent
mar,oct, 0.8,1,user morgan schweers date mar,user morgan schweers date oct
content,attributes, 0.833333333333333,1,scans the content of the object,scans the attributes of the object
available,identical, 0.75,1,if its not available,if its not identical
sep,dec, 0.75,1,user mrs date sep,user mrs date dec
file type,creator code, 0.777777777777778,1,the file type of the finder on a macintosh,the creator code of the finder on a macintosh
lesser,library, 0.9,1,see the gnu lesser general public license for more details,see the gnu library general public license for more details
dec,jun, 0.8,2,user administrator date dec,user administrator date jun,user morgan schweers date dec,user morgan schweers date jun
findfolder,getfiletype, 0.875,1,the findfolder method of com apple mrj mrjfileutils,the getfiletype method of com apple mrj mrjfileutils
program version,configuration settings, 0.75,1,allow validating individual configuration settings by program version,allow validating individual configuration settings by configuration settings
aug,oct, 0.8,1,user morgan schweers date aug,user morgan schweers date oct
day,second, 0.75,1,one day in microseconds,one second in microseconds
forty,thirty, 0.75,1,forty minutes in microseconds,thirty minutes in microseconds
openurl,getfiletype, 0.875,1,the openurl method of com apple mrj mrjfileutils,the getfiletype method of com apple mrj mrjfileutils
ping,filename, 0.75,1,its just a ping,if its just a filename
impossible,synchronized, 0.75,1,this should be impossible,this should probably be synchronized
jul,aug, 0.8,1,user morgan schweers date jul,user morgan schweers date aug
jun,oct, 0.8,1,user morgan schweers date jun,user morgan schweers date oct
jul,jun, 0.8,1,user morgan schweers date jul,user morgan schweers date jun
sendnoreply,putparameter, 0.875,1,the sendnoreply method of com apple macos appleevent,the putparameter method of com apple macos appleevent
parents,content, 0.75,1,set the parents size,set the content size that gets returned
second,minute, 0.75,2,thirty seconds in microseconds,thirty minutes in microseconds,one second in microseconds,one minute in microseconds
dec,jan, 0.8,1,user morgan schweers date dec,user morgan schweers date jan
create,use, 0.75,1,try to create it,so they dont try to use it
day,minute, 0.75,1,one day in microseconds,one minute in microseconds
kanytransactionid,kautogeneratereturnid, 0.75,1,the kanytransactionid appleevent code,the kautogeneratereturnid appleevent code
openurl,getfilecreator, 0.875,1,the openurl method of com apple mrj mrjfileutils,the getfilecreator method of com apple mrj mrjfileutils
pt,point, 0.8,2,input aliasing for pt idct,input aliasing on odd indices for point idct,input aliasing for pt idct,input aliasing for point idct
third,second, 0.875,1,the third parameter for runtime exec on windows,the second parameter for runtime exec on windows
openurl,findfolder, 0.875,1,the openurl method of com apple mrj mrjfileutils,the findfolder method of com apple mrj mrjfileutils
posted,encodesearch, 0.75,1,this should be posted,this should be encodesearch
log,synchronize, 0.75,1,this should be logged,this should probably be synchronized
n,o, 0.75,1,letters n through z,letters o through z
input aliasing,twiddle factors, 0.75,2,input aliasing on odd indices for point idct,twiddle factors on odd indices for point idct,twiddle factors on indices for point idct,input aliasing on odd indices for point idct
